course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Teaching in Other Fields,CELTIC  304 001,Joseph Nagy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11769,208312,Instructor,0,0,False,False,False,False,False,False,False,"Any PhD student in Celtic (or candidate for an Ad Hoc PhD whose home department is Celtic) who serves as Teaching Fellow for a course in another department, or in General Education, may register for 4 credits of Celtic 304 per .2 teaching, with the approval of the Director of Graduate Studies or the student's advisor.  The student may, if he or she prefers, register instead for credits in that department or program's teaching course.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Celtic Languages & Literatures,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Tutorial - Junior Year,ENGLISH   98R 001,"Yoojung Chun, Alan Niles",2026 Spring,Full Term,2026-01-26,2026-04-29,,,,13331,113443,Instructor,0,0,False,False,False,False,False,False,False,Supervised small group junior tutorial in the study of literature in English.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,English,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Direction of Doctoral Dissertations,PSY 3020 003,Elika Bergelson,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10962,113960,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Psychology,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Dutch Language Tutorial,GERMAN   90R 001,Lisa Parkes,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12276,109271,No Consent,0,0,False,False,False,False,False,False,False,Individualized study of a Germanic language not ordinarily taught. Contact hours with language tutor. Emphasis on literacy.,Not open to auditors.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Germanic Languages & Lit,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Research in Global Health and Health Policy,GHHP   99 002,David Cutler,2026 Spring,Full Term,2026-01-26,2026-04-29,3:00pm,5:00pm,Wed,15497,123102,Instructor,0,0,False,False,False,True,False,False,False,"Global health and health policy are interdisciplinary fields that apply the theories and methods of statistics, sociology, political science, economics, management, decision science, and philosophy to the study of population health and health care. Research from these fields influences policymaking in a variety of settings. For example, the Patient Protection and Affordable Care Act (ACA) drew upon health policy research to develop programs for improving access and quality of care in the United States. Similarly, global health research guides international institutions, such as the World Health Organization, in determining health guidelines for all countries. Global health and health policy research can also inform practices inside hospitals, initiate programs for diseases like HIV, and regulate the food and drug industries. This course introduces the fundamentals of research design and methods in global health and health policy and assists students in developing research projects and crafting policy recommendations that can impact health care systems and public health.","This course fulfills the research requirement of the Secondary Field in Global Health and Health Policy, and enrollment is ordinarily limited to seniors in the GHHP Secondary Field. Underclass GHHP students may petition to take the course if all other Secondary Field requirements have been met. GHHP 99 is primarily taught by graduate students in the PhD in Health Policy program. It may not be taken pass/fail.",Faculty of Arts & Sciences,4,Not Available for Cross Registration,Global Health & Health Policy,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Special Examinations Direction,CLASSIC  302 001,Emma Dench,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,14658,111873,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,"Classics, The",Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Reading and Research,EASTD  300 01,Ryuichi Abe,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11597,148616,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,East Asian Langs & Civ,Lecture,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Direction of Doctoral Dissertations,HISTSCI 3000 001,Marc Aidinoff,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10271,112941,Instructor,0,0,False,False,False,False,False,False,False,,Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.,Faculty of Arts & Sciences,4,Not Available for Cross Registration,History of Science,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,Social Sciences
Direction of Doctoral Dissertations,SOCIOL 3302 22,Adaner Usmani,2026 Spring,Dynamically Dated,2026-01-26,2026-04-29,,,,11865,114925,Instructor,0,0,False,False,False,False,False,False,False,,Taught by members of the department.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Sociology,Doctoral Dissertation,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Reading and Research,AFRAMER  398 002,Tommie Shelby,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11929,122706,Instructor,0,0,False,False,False,False,False,False,False,,Permission of the instructor and the Director of Graduate Studies is required for enrollment.,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,African & African Amer Studies,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Supervised Reading and Research,CELTIC   91R 001,Joseph Nagy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,10099,110646,Instructor,0/9999,0,False,False,False,False,False,False,False,Instruction and direction of reading on topics not treated in regular courses of instruction.,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Celtic Languages & Literatures,Tutorial,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Direction of Doctoral Dissertations,ITAL  330 001,Francesco Erspamer,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,12195,113341,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Thesis Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Reading and Research,CELTIC  300 002,Joseph Nagy,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11778,116504,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Celtic Languages & Literatures,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
"Introduction to the Spanish-speaking World II: Social, Cultural, and Sustainability Topics",SPANSH   11 003,Maria Parra-Velasco,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:15pm,Mon Wed Fri,12237,125058,Instructor,0/15,0,False,True,False,True,False,True,False,"Spanish 11 is the second course in the Beginning Spanish sequence (SPAN 10-SPAN 11). In this course, students explore a host of social, cultural, and environmental sustainability issues that have historically impacted the lives and livelihoods of local and foreign Spanish-speaking communities. Throughout the semester, students interact constantly with instructors, peers, and native Spanish speakers around the world as they explore culturally and linguistically rich content. Through discussions and critical analyses of authentic multimodal texts (e.g., written, audiovisual, visual) from many different sources (e.g., social media, newspapers), students develop a wide array of linguistic functions, such as the ability to make detailed descriptions or to narrate in different time frames. By the end of this class, students a) will have further advanced their linguistic competence, and b) will have deepened their understanding of the cultures and worldviews of Spanish-speaking communities in the United States, Latin America, and Spain.","Conducted in Spanish. May not be taken Pass/Fail, but may be taken Sat/Unsat by GSAS students. Not open to auditors. Students who have studied Spanish for two years or more in secondary school must begin at Spanish 11 or higher. Upon the recommendation of the course head, students who have performed at a superior level in this course may enroll in any course for which they are linguistically prepared.  This course is taught by members of the Department.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Romance Languages & Lit,Lecture,N/A,FAS Letter Graded,N/A,N/A,N/A,None
Individual Reading and Research,PHIL  305 001,Jeffrey Behrends,2026 Spring,Full Term,2026-01-26,2026-04-29,,,,11669,113934,Instructor,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Philosophy,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Intermediate Russian II,RUSS     BB 002,,2026 Spring,Full Term,2026-01-26,2026-04-29,12:00pm,1:00pm,Mon Wed Fri,13702,159653,Instructor,0,0,False,True,False,True,False,True,False,"Part two of a two-part intermediate course in modern Russian language and culture for students with previous study of the language. Further development of vocabulary and oral expression within a comprehensive review of Russian grammar. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed as students learn to use the language both as a means of communication and as a tool for reading and research. Systematic study of word formation and other strategies are taught to help free students from excessive dependence on the dictionary and develop confidence in reading. Vocabulary is thematically organized to include such topics as self and family, education, work, human relationships, politics, and national attitudes and is reinforced through film and the reading of classical and contemporary fiction and history. Practice in the etiquette of common social situations (sociolinguistic competence). Computer exercises on selected topics.","Part two of a two-part series. Students are strongly encouraged to enroll in Russian BA in the fall and Russian BB in the spring within the same academic year. - - -  This course will also meet for two additional hours of speaking practice on Tuesdays and Thursdays. Meeting times for the T-Th practice sections are subject to adjustment based on students' availability. See language course notes on the Slavic Department website for information about sectioning, pass/fail, satisfactory/unsatisfactory, and auditing: https://slavic.fas.harvard.edu/language-course-notes. - - -  Any full course in Russian at the B-level (Russian Ba-Bb, Russian BTA-BTB, or Intensive Russian BAB) will prepare students for continued study of Russian at the advanced level (Russian 101) and for study or travel abroad in Russian-speaking countries.",Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,Slavic Languages & Literatures,Lecture,N/A,FAS Letter Graded,Prerequisite RUSS BA,N/A,N/A,None
